,Company Name,Job Name,Location,Rating,Pay (Annual or Hourly)
625,Bose,"Embedded Software (Linux C++) Application Engineering Intern, Out Loud Audio","Framingham, MA",4,72000 - 151000 
626,Duolingo,"Software Engineering, Thrive Intern","Pittsburgh, PA",4.7,53000 - 114000 
627,NetApp,Intern - Software Engineer (BLDR),"Boulder, CO",4.1,74000 - 163000 
628,Databricks,Software Engineering Intern,"San Francisco, CA",4.8,79000 - 182000 
629,Garmin,Software Engineer Intern (Part-Time) - KSU Office,"Manhattan, KS",4.2,32000 - 70000 
630,MIM Software,Software Engineer Intern,"Beachwood, OH",4.5,51000 - 94000 
631,Northrop Grumman,"Intern, Software Engineer","Linthicum, MD",4,34 - 36 
632,Northrop Grumman,2022 Digital Software Engineer Intern-Baltimore,"Baltimore, MD",4,23 - 28 
633,Pinterest,Software Engineering Intern (USA),,,81000 - 186000 
634,Garmin,"Software Engineer Intern (Java, JavaScript, Python - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
635,Hewlett Packard Enterprise,Software Engineer - Intern,"Houston, TX",4,66000 - 146000 
636,Salesforce,Software Engineer Intern - Quip,"San Francisco, CA",4.4,73000 - 165000 
637,Garmin,Software Engineer Intern,"Salem, OR",4.2,N/A
638,Autodesk,"Intern, Software Engineer",California,4.3,N/A
639,Duolingo,"Software Engineer, Intern","Pittsburgh, PA",4.7,54000 - 115000 
640,Salesforce,Summer 2022 Intern - Tableau Software Engineer,"Austin, TX",4.4,38
641,Microsoft,Explore: Intern Opportunities,"Redmond, WA",4.4,N/A
642,Intel,Graduate Software Engineer Intern,"Hillsboro, OR",4.2,62000 - 124000 
643,Unity Technologies,Software Engineer Intern,"Bellevue, WA",4.4,78000 - 139000 
644,Garmin,"Software Engineer Intern (Garmin Pay, NFC - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
645,Twilio,Software Engineer Intern - USA - Summer 2022,"San Francisco, CA",4.4,41
646,TikTok,Software Engineer Intern - 2022 Summer,"Mountain View, CA",3.6,80000 - 174000 
647,Snapchat,2022 Software Engineer Intern,"Los Angeles, CA",4.1,78000 - 173000 
648,Allegion,Summer Intern - Software Engineer,"Golden, CO",3.7,20 - 24 
649,HP,Software Engineer Internship,"Spring, TX",4.2,64000 - 125000 
650,Bose,Software Engineering Summer Intern,"Framingham, MA",4,67000 - 141000 
651,TikTok,Mobile Software Engineer Intern - 2022 Summer,"Seattle, WA",3.6,N/A
652,Etsy,"Software Engineering Intern, Summer 2022","Brooklyn, NY",4.5,57000 - 125000 
653,MasterCard,Software Development Engineer Intern,"Arlington, VA",4.2,68000 - 135000 
654,"Alteryx, Inc.",Software Engineer Intern (Summer 2022),"Irvine, CA",3.6,40
655,Bose,"Embedded Software (Linux C++) Application Engineering Intern, Out Loud Audio","Framingham, MA",4,72000 - 151000 
656,Duolingo,"Software Engineering, Thrive Intern","Pittsburgh, PA",4.7,53000 - 114000 
657,NetApp,Intern - Software Engineer (BLDR),"Boulder, CO",4.1,74000 - 163000 
658,Databricks,Software Engineering Intern,"San Francisco, CA",4.8,79000 - 182000 
659,Garmin,Software Engineer Intern (Part-Time) - KSU Office,"Manhattan, KS",4.2,32000 - 70000 
660,MIM Software,Software Engineer Intern,"Beachwood, OH",4.5,51000 - 94000 
661,Northrop Grumman,"Intern, Software Engineer","Linthicum, MD",4,34 - 36 
662,Northrop Grumman,2022 Digital Software Engineer Intern-Baltimore,"Baltimore, MD",4,23 - 28 
663,Pinterest,Software Engineering Intern (USA),,,81000 - 186000 
664,Garmin,"Software Engineer Intern (Java, JavaScript, Python - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
665,Hewlett Packard Enterprise,Software Engineer - Intern,"Houston, TX",4,66000 - 146000 
666,Salesforce,Software Engineer Intern - Quip,"San Francisco, CA",4.4,73000 - 165000 
667,Garmin,Software Engineer Intern,"Salem, OR",4.2,N/A
668,Autodesk,"Intern, Software Engineer",California,4.3,N/A
669,Duolingo,"Software Engineer, Intern","Pittsburgh, PA",4.7,54000 - 115000 
670,Salesforce,Summer 2022 Intern - Tableau Software Engineer,"Austin, TX",4.4,38
671,Microsoft,Explore: Intern Opportunities,"Redmond, WA",4.4,N/A
672,Intel,Graduate Software Engineer Intern,"Hillsboro, OR",4.2,62000 - 124000 
673,Unity Technologies,Software Engineer Intern,"Bellevue, WA",4.4,78000 - 139000 
674,Garmin,"Software Engineer Intern (Garmin Pay, NFC - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
675,Twilio,Software Engineer Intern - USA - Summer 2022,"San Francisco, CA",4.4,41
676,TikTok,Software Engineer Intern - 2022 Summer,"Mountain View, CA",3.6,80000 - 174000 
677,Snapchat,2022 Software Engineer Intern,"Los Angeles, CA",4.1,78000 - 173000 
678,Allegion,Summer Intern - Software Engineer,"Golden, CO",3.7,20 - 24 
679,HP,Software Engineer Internship,"Spring, TX",4.2,64000 - 125000 
680,Bose,Software Engineering Summer Intern,"Framingham, MA",4,67000 - 141000 
681,TikTok,Mobile Software Engineer Intern - 2022 Summer,"Seattle, WA",3.6,N/A
682,Etsy,"Software Engineering Intern, Summer 2022","Brooklyn, NY",4.5,57000 - 125000 
683,MasterCard,Software Development Engineer Intern,"Arlington, VA",4.2,68000 - 135000 
684,"Alteryx, Inc.",Software Engineer Intern (Summer 2022),"Irvine, CA",3.6,40
685,Bose,"Embedded Software (Linux C++) Application Engineering Intern, Out Loud Audio","Framingham, MA",4,72000 - 151000 
686,Duolingo,"Software Engineering, Thrive Intern","Pittsburgh, PA",4.7,53000 - 114000 
687,NetApp,Intern - Software Engineer (BLDR),"Boulder, CO",4.1,74000 - 163000 
688,Databricks,Software Engineering Intern,"San Francisco, CA",4.8,79000 - 182000 
689,Garmin,Software Engineer Intern (Part-Time) - KSU Office,"Manhattan, KS",4.2,32000 - 70000 
690,MIM Software,Software Engineer Intern,"Beachwood, OH",4.5,51000 - 94000 
691,Northrop Grumman,"Intern, Software Engineer","Linthicum, MD",4,34 - 36 
692,Northrop Grumman,2022 Digital Software Engineer Intern-Baltimore,"Baltimore, MD",4,23 - 28 
693,Pinterest,Software Engineering Intern (USA),,,81000 - 186000 
694,Garmin,"Software Engineer Intern (Java, JavaScript, Python - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
695,Hewlett Packard Enterprise,Software Engineer - Intern,"Houston, TX",4,66000 - 146000 
696,Salesforce,Software Engineer Intern - Quip,"San Francisco, CA",4.4,73000 - 165000 
697,Garmin,Software Engineer Intern,"Salem, OR",4.2,N/A
698,Autodesk,"Intern, Software Engineer",California,4.3,N/A
699,Duolingo,"Software Engineer, Intern","Pittsburgh, PA",4.7,54000 - 115000 
700,Salesforce,Summer 2022 Intern - Tableau Software Engineer,"Austin, TX",4.4,38
701,Microsoft,Explore: Intern Opportunities,"Redmond, WA",4.4,N/A
702,Intel,Graduate Software Engineer Intern,"Hillsboro, OR",4.2,62000 - 124000 
703,Unity Technologies,Software Engineer Intern,"Bellevue, WA",4.4,78000 - 139000 
704,Garmin,"Software Engineer Intern (Garmin Pay, NFC - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
705,Twilio,Software Engineer Intern - USA - Summer 2022,"San Francisco, CA",4.4,41
706,TikTok,Software Engineer Intern - 2022 Summer,"Mountain View, CA",3.6,80000 - 174000 
707,Snapchat,2022 Software Engineer Intern,"Los Angeles, CA",4.1,78000 - 173000 
708,Allegion,Summer Intern - Software Engineer,"Golden, CO",3.7,20 - 24 
709,HP,Software Engineer Internship,"Spring, TX",4.2,64000 - 125000 
710,Bose,Software Engineering Summer Intern,"Framingham, MA",4,67000 - 141000 
711,TikTok,Mobile Software Engineer Intern - 2022 Summer,"Seattle, WA",3.6,N/A
712,Etsy,"Software Engineering Intern, Summer 2022","Brooklyn, NY",4.5,57000 - 125000 
713,MasterCard,Software Development Engineer Intern,"Arlington, VA",4.2,68000 - 135000 
714,"Alteryx, Inc.",Software Engineer Intern (Summer 2022),"Irvine, CA",3.6,40
715,Bose,"Embedded Software (Linux C++) Application Engineering Intern, Out Loud Audio","Framingham, MA",4,72000 - 151000 
716,Duolingo,"Software Engineering, Thrive Intern","Pittsburgh, PA",4.7,53000 - 114000 
717,NetApp,Intern - Software Engineer (BLDR),"Boulder, CO",4.1,74000 - 163000 
718,Databricks,Software Engineering Intern,"San Francisco, CA",4.8,79000 - 182000 
719,Garmin,Software Engineer Intern (Part-Time) - KSU Office,"Manhattan, KS",4.2,32000 - 70000 
720,MIM Software,Software Engineer Intern,"Beachwood, OH",4.5,51000 - 94000 
721,Northrop Grumman,"Intern, Software Engineer","Linthicum, MD",4,34 - 36 
722,Hewlett Packard Enterprise,Software Engineer - Intern,"Houston, TX",4,66000 - 146000 
723,Pinterest,Software Engineering Intern (USA),"Seattle, WA",4.2,81000 - 186000 
724,Garmin,Software Engineer Intern,"Salem, OR",4.2,N/A
725,Garmin,"Software Engineer Intern (Java, JavaScript, Python - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
726,Salesforce,Software Engineer Intern - Quip,"San Francisco, CA",4.4,73000 - 165000 
727,Salesforce,Summer 2022 Intern - Tableau Software Engineer,"Austin, TX",4.4,38
728,Autodesk,"Intern, Software Engineer",California,4.3,N/A
729,Duolingo,"Software Engineer, Intern","Pittsburgh, PA",4.7,54000 - 115000 
730,Twilio,Software Engineer Intern - USA - Summer 2022,"San Francisco, CA",4.4,41
731,TikTok,Software Engineer Intern - 2022 Summer,"Mountain View, CA",3.6,80000 - 174000 
732,Garmin,"Software Engineer Intern (Garmin Pay, NFC - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
733,Unity Technologies,Software Engineer Intern,"Bellevue, WA",4.4,78000 - 139000 
734,Microsoft,Explore: Intern Opportunities,"Redmond, WA",4.4,N/A
735,HP,Software Engineer Internship,"Spring, TX",4.2,64000 - 125000 
736,Allegion,Summer Intern - Software Engineer,"Golden, CO",3.7,20 - 24 
737,Intel,Graduate Software Engineer Intern,"Hillsboro, OR",4.2,62000 - 124000 
738,Snapchat,2022 Software Engineer Intern,"Los Angeles, CA",4.1,78000 - 173000 
739,Bose,Software Engineering Summer Intern,"Framingham, MA",4,67000 - 141000 
740,TikTok,Mobile Software Engineer Intern - 2022 Summer,"Seattle, WA",3.6,N/A
741,Etsy,"Software Engineering Intern, Summer 2022","Brooklyn, NY",4.5,57000 - 125000 
742,NetApp,Intern - Software Engineer (BLDR),"Boulder, CO",4.1,74000 - 163000 
743,"Alteryx, Inc.",Software Engineer Intern (Summer 2022),"Irvine, CA",3.6,40
744,MasterCard,Software Development Engineer Intern,"Arlington, VA",4.2,68000 - 135000 
745,Garmin,Software Engineer Intern (Part-Time) - KSU Office,"Manhattan, KS",4.2,32000 - 70000 
746,Duolingo,"Software Engineering, Thrive Intern","Pittsburgh, PA",4.7,53000 - 114000 
747,Databricks,Software Engineering Intern,"San Francisco, CA",4.8,79000 - 182000 
748,Salesforce,Summer 2022 Intern - Software Engineer,"Bellevue, WA",4.4,38
749,"Chick-fil-A, Inc.",2022 Software Engineering Summer Intern,"Atlanta, GA",3.9,54000 - 110000 
750,MIM Software,Software Engineer Intern,"Beachwood, OH",4.5,51000 - 94000 
751,Northrop Grumman,"Intern, Software Engineer","Linthicum, MD",4,34 - 36 
752,Hewlett Packard Enterprise,Software Engineer - Intern,"Houston, TX",4,66000 - 146000 
753,Pinterest,Software Engineering Intern (USA),"Seattle, WA",4.2,81000 - 186000 
754,Garmin,Software Engineer Intern,"Salem, OR",4.2,N/A
755,Garmin,"Software Engineer Intern (Java, JavaScript, Python - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
756,Salesforce,Software Engineer Intern - Quip,"San Francisco, CA",4.4,73000 - 165000 
757,Salesforce,Summer 2022 Intern - Tableau Software Engineer,"Austin, TX",4.4,38
758,Autodesk,"Intern, Software Engineer",California,4.3,N/A
759,Duolingo,"Software Engineer, Intern","Pittsburgh, PA",4.7,54000 - 115000 
760,Twilio,Software Engineer Intern - USA - Summer 2022,"San Francisco, CA",4.4,41
761,TikTok,Software Engineer Intern - 2022 Summer,"Mountain View, CA",3.6,80000 - 174000 
762,Garmin,"Software Engineer Intern (Garmin Pay, NFC - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
763,Unity Technologies,Software Engineer Intern,"Bellevue, WA",4.4,78000 - 139000 
764,Microsoft,Explore: Intern Opportunities,"Redmond, WA",4.4,N/A
765,HP,Software Engineer Internship,"Spring, TX",4.2,64000 - 125000 
766,Allegion,Summer Intern - Software Engineer,"Golden, CO",3.7,20 - 24 
767,Intel,Graduate Software Engineer Intern,"Hillsboro, OR",4.2,62000 - 124000 
768,Snapchat,2022 Software Engineer Intern,"Los Angeles, CA",4.1,78000 - 173000 
769,Bose,Software Engineering Summer Intern,"Framingham, MA",4,67000 - 141000 
770,TikTok,Mobile Software Engineer Intern - 2022 Summer,"Seattle, WA",3.6,N/A
771,Etsy,"Software Engineering Intern, Summer 2022","Brooklyn, NY",4.5,57000 - 125000 
772,NetApp,Intern - Software Engineer (BLDR),"Boulder, CO",4.1,74000 - 163000 
773,"Alteryx, Inc.",Software Engineer Intern (Summer 2022),"Irvine, CA",3.6,40
774,MasterCard,Software Development Engineer Intern,"Arlington, VA",4.2,68000 - 135000 
775,Garmin,Software Engineer Intern (Part-Time) - KSU Office,"Manhattan, KS",4.2,32000 - 70000 
776,Duolingo,"Software Engineering, Thrive Intern","Pittsburgh, PA",4.7,53000 - 114000 
777,Databricks,Software Engineering Intern,"San Francisco, CA",4.8,79000 - 182000 
778,Salesforce,Summer 2022 Intern - Software Engineer,"Bellevue, WA",4.4,38
779,"Chick-fil-A, Inc.",2022 Software Engineering Summer Intern,"Atlanta, GA",3.9,54000 - 110000 
780,MIM Software,Software Engineer Intern,"Beachwood, OH",4.5,51000 - 94000 
781,Northrop Grumman,"Intern, Software Engineer","Linthicum, MD",4,34 - 36 
782,Hewlett Packard Enterprise,Software Engineer - Intern,"Houston, TX",4,66000 - 146000 
783,Pinterest,Software Engineering Intern (USA),"Seattle, WA",4.2,81000 - 186000 
784,Garmin,Software Engineer Intern,"Salem, OR",4.2,N/A
785,Garmin,"Software Engineer Intern (Java, JavaScript, Python - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
786,Salesforce,Software Engineer Intern - Quip,"San Francisco, CA",4.4,73000 - 165000 
787,Salesforce,Summer 2022 Intern - Tableau Software Engineer,"Austin, TX",4.4,38
788,Autodesk,"Intern, Software Engineer",California,4.3,N/A
789,Duolingo,"Software Engineer, Intern","Pittsburgh, PA",4.7,54000 - 115000 
790,Twilio,Software Engineer Intern - USA - Summer 2022,"San Francisco, CA",4.4,41
791,TikTok,Software Engineer Intern - 2022 Summer,"Mountain View, CA",3.6,80000 - 174000 
792,Garmin,"Software Engineer Intern (Garmin Pay, NFC - Summer 2022 - Boulder, CO)","Boulder, CO",4.2,23 - 28 
793,Unity Technologies,Software Engineer Intern,"Bellevue, WA",4.4,78000 - 139000 
794,Microsoft,Explore: Intern Opportunities,"Redmond, WA",4.4,N/A
795,HP,Software Engineer Internship,"Spring, TX",4.2,64000 - 125000 
796,Allegion,Summer Intern - Software Engineer,"Golden, CO",3.7,20 - 24 
797,Intel,Graduate Software Engineer Intern,"Hillsboro, OR",4.2,62000 - 124000 
798,Snapchat,2022 Software Engineer Intern,"Los Angeles, CA",4.1,78000 - 173000 
799,Bose,Software Engineering Summer Intern,"Framingham, MA",4,67000 - 141000 
800,TikTok,Mobile Software Engineer Intern - 2022 Summer,"Seattle, WA",3.6,N/A
801,Etsy,"Software Engineering Intern, Summer 2022","Brooklyn, NY",4.5,57000 - 125000 
802,NetApp,Intern - Software Engineer (BLDR),"Boulder, CO",4.1,74000 - 163000 
803,"Alteryx, Inc.",Software Engineer Intern (Summer 2022),"Irvine, CA",3.6,40
804,MasterCard,Software Development Engineer Intern,"Arlington, VA",4.2,68000 - 135000 
805,Garmin,Software Engineer Intern (Part-Time) - KSU Office,"Manhattan, KS",4.2,32000 - 70000 
806,Duolingo,"Software Engineering, Thrive Intern","Pittsburgh, PA",4.7,53000 - 114000 
807,Databricks,Software Engineering Intern,"San Francisco, CA",4.8,79000 - 182000 
808,Salesforce,Summer 2022 Intern - Software Engineer,"Bellevue, WA",4.4,38
809,"Chick-fil-A, Inc.",2022 Software Engineering Summer Intern,"Atlanta, GA",3.9,54000 - 110000 
